step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
203,CASH_OUT,68469.39,C878820140,0.0,0.0,C1448073117,96780.19,165249.57,0,0
189,CASH_OUT,83083.5,C222460616,0.0,0.0,C1702749917,1483308.16,1566391.66,0,0
370,CASH_OUT,390324.75,C1830097927,109389.24,0.0,C1492430016,1601685.07,1992009.81,0,0
379,PAYMENT,16883.73,C909641549,201411.0,184527.27,M696239412,0.0,0.0,0,0
548,CASH_OUT,23181.29,C2076412423,51328.0,28146.71,C978710360,1264691.5,1287872.79,0,0
132,CASH_OUT,142778.37,C1697188441,13897.0,0.0,C86572650,0.0,103491.89,0,0
334,PAYMENT,16931.06,C109446273,56162.0,39230.94,M1364111207,0.0,0.0,0,0
257,CASH_OUT,452194.12,C1627672017,30047.0,0.0,C1021316518,1342493.29,1794687.41,0,0
140,CASH_OUT,163055.3,C106401646,0.0,0.0,C1856602515,246824.92,409880.22,0,0
277,CASH_OUT,151178.04,C1266805359,7253.0,0.0,C567826417,0.0,151178.04,0,0
378,PAYMENT,23838.55,C1593711956,0.0,0.0,M913471660,0.0,0.0,0,0
212,CASH_OUT,226829.9,C744907366,0.0,0.0,C1153698948,1379533.42,1606363.32,0,0
39,PAYMENT,16236.86,C2028196205,103943.0,87706.14,M825299953,0.0,0.0,0,0
21,CASH_IN,49910.07,C976659520,3206518.45,3256428.51,C2037808962,3957083.7,3907173.64,0,0
206,TRANSFER,248625.02,C128265713,0.0,0.0,C758573224,1427381.75,1676006.76,0,0
43,CASH_OUT,476291.79,C1545751593,0.0,0.0,C1048805642,2674754.24,3453705.73,0,0
93,CASH_IN,49867.66,C1949907242,1886349.61,1936217.27,C787489619,1980871.62,1931003.97,0,0
382,DEBIT,3054.32,C245195331,0.0,0.0,C983743770,14335739.89,14338794.21,0,0
276,CASH_IN,202901.17,C1374681194,1082.0,203983.17,C1793045515,0.0,0.0,0,0
356,PAYMENT,4918.21,C543648764,0.0,0.0,M135283427,0.0,0.0,0,0
397,TRANSFER,714877.53,C638334826,165107.96,0.0,C1443270910,1040483.03,1755360.56,0,0
310,PAYMENT,452.8,C259207870,101912.0,101459.2,M177487023,0.0,0.0,0,0
201,PAYMENT,94.78,C1328490972,0.0,0.0,M723645814,0.0,0.0,0,0
397,PAYMENT,27642.2,C1170769638,0.0,0.0,M712763528,0.0,0.0,0,0
15,TRANSFER,72797.41,C774330408,26680.0,0.0,C368001423,0.0,72797.41,0,0
308,CASH_OUT,40501.8,C1701589193,11407.0,0.0,C291074729,800684.13,841185.93,0,0
42,TRANSFER,1139000.39,C1939312006,0.0,0.0,C472767979,1596649.01,2967309.1,0,0
348,CASH_IN,34553.43,C1232053664,16394123.41,16428676.85,C1619503765,342871.64,308318.21,0,0
131,CASH_IN,213496.74,C220509824,3118106.12,3331602.86,C1579001225,1408767.73,1195270.99,0,0
163,CASH_IN,122602.78,C2116656942,4138604.34,4261207.12,C1139127799,5405321.07,5282718.29,0,0
354,CASH_OUT,155551.27,C162087119,0.0,0.0,C446220020,617632.65,773183.92,0,0
330,CASH_OUT,91348.43,C1952751955,0.0,0.0,C1033840249,530251.23,621599.66,0,0
403,CASH_OUT,48987.94,C12376626,232.0,0.0,C1239690847,0.0,48987.94,0,0
156,CASH_OUT,169095.91,C59403557,0.0,0.0,C854180790,314894.59,483990.5,0,0
276,PAYMENT,794.77,C1386228350,0.0,0.0,M1737285504,0.0,0.0,0,0
178,CASH_IN,348693.89,C1227702479,1055075.99,1403769.88,C219971508,1419114.9,1070421.01,0,0
370,CASH_IN,158083.59,C267054056,12500.0,170583.59,C1600617272,545930.02,387846.42,0,0
18,CASH_OUT,26994.28,C1077349402,3088.35,0.0,C222854729,351687.35,690608.47,0,0
276,CASH_OUT,272422.95,C516419381,661.0,0.0,C2141984393,572006.21,844429.16,0,0
207,CASH_IN,210195.45,C1308827386,36119.0,246314.45,C932351706,4810564.59,4600369.14,0,0
374,PAYMENT,18508.66,C1343310743,21861.0,3352.34,M619486265,0.0,0.0,0,0
182,CASH_OUT,435843.29,C28480114,1905.0,0.0,C1438639889,14154.16,449997.45,0,0
42,PAYMENT,4493.48,C1636862889,58745.84,54252.36,M1475548980,0.0,0.0,0,0
401,TRANSFER,62073.19,C1327141926,7650.0,0.0,C2067034419,39205034.35,39267107.54,0,0
592,CASH_IN,194878.3,C466253153,3534715.81,3729594.11,C630484121,785785.94,590907.64,0,0
211,PAYMENT,6724.15,C312162533,2816.77,0.0,M1988247101,0.0,0.0,0,0
275,PAYMENT,7839.04,C753313463,34147.0,26307.96,M949498695,0.0,0.0,0,0
15,CASH_OUT,75804.25,C1346639927,110641.0,34836.75,C991633018,219807.76,1051344.63,0,0
40,CASH_OUT,77056.17,C1611545674,0.0,0.0,C903028779,1257258.68,1334314.85,0,0
402,CASH_IN,150867.17,C1183298370,62899.0,213766.17,C643491012,0.0,0.0,0,0
39,CASH_OUT,31247.56,C587185529,29766.0,0.0,C579487575,2525439.2,2556686.76,0,0
7,PAYMENT,11298.54,C1553586093,20795.0,9496.46,M1649714043,0.0,0.0,0,0
250,CASH_OUT,23608.99,C1464060372,34851.0,11242.01,C1103427390,91062.88,114671.88,0,0
211,CASH_OUT,71952.4,C1046630598,16620.28,0.0,C1013282697,129153.92,201106.32,0,0
19,CASH_IN,202914.65,C470240346,4679057.58,4881972.24,C909249181,2508122.99,2783943.34,0,0
301,CASH_IN,99446.52,C1590928068,1349876.55,1449323.08,C1556155123,1392096.26,1292649.73,0,0
201,CASH_OUT,216699.31,C1281487018,20923.0,0.0,C1465805128,459.35,217158.65,0,0
187,CASH_OUT,346080.9,C1551865704,20007.0,0.0,C2059204803,2512475.29,2858556.19,0,0
308,PAYMENT,7789.48,C1814740843,20926.0,13136.52,M849203899,0.0,0.0,0,0
205,PAYMENT,11971.93,C1943307189,102338.0,90366.07,M946743381,0.0,0.0,0,0
401,PAYMENT,3797.74,C418021539,11751.0,7953.26,M182548338,0.0,0.0,0,0
274,CASH_IN,90475.5,C212672060,20392.0,110867.5,C877255052,485234.27,394758.78,0,0
234,PAYMENT,231.61,C592754897,371746.12,371514.51,M1625131856,0.0,0.0,0,0
274,CASH_OUT,59784.85,C265007134,31178.0,0.0,C6039364,0.0,59784.85,0,0
279,CASH_IN,214221.35,C32821332,3642059.25,3856280.6,C856616516,6008788.45,5794567.1,0,0
333,TRANSFER,930611.2,C45263674,0.0,0.0,C875038878,6080433.81,7011045.02,0,0
134,CASH_OUT,124585.49,C1661792414,11513.0,0.0,C471415588,843418.61,968004.1,0,0
21,CASH_IN,236822.41,C1766774568,2791413.53,3028235.94,C1989492566,556070.88,319248.47,0,0
130,TRANSFER,659438.76,C1435698663,0.0,0.0,C1233092832,1938639.77,2598078.53,0,0
203,CASH_OUT,166178.84,C556308608,0.0,0.0,C1174416273,742190.59,908369.43,0,0
39,PAYMENT,6218.74,C893240630,140629.09,134410.36,M569358966,0.0,0.0,0,0
372,CASH_OUT,245463.22,C1611646182,0.0,0.0,C1693666449,2820273.48,3065736.7,0,0
332,TRANSFER,151380.17,C1472361123,261239.0,109858.83,C561913330,23046.4,174426.57,0,0
346,PAYMENT,14572.06,C480118354,0.0,0.0,M556253106,0.0,0.0,0,0
372,PAYMENT,17671.83,C1231313293,162005.57,144333.73,M152241924,0.0,0.0,0,0
260,CASH_OUT,63706.21,C223243630,0.0,0.0,C93866677,434940.55,498646.76,0,0
234,CASH_OUT,29933.48,C1024549840,129466.0,99532.52,C733948230,1385.74,31319.21,0,0
379,PAYMENT,12568.2,C1584850710,0.0,0.0,M54729792,0.0,0.0,0,0
379,CASH_OUT,347263.47,C1888244734,0.0,0.0,C1240270792,683339.06,1030602.53,0,0
262,PAYMENT,1222.06,C1796166095,943.0,0.0,M1167560150,0.0,0.0,0,0
186,CASH_OUT,55914.0,C243281629,0.0,0.0,C1174028190,184045.58,239959.58,0,0
330,CASH_OUT,28131.09,C1357296851,0.0,0.0,C681229409,650481.23,678612.32,0,0
163,TRANSFER,578127.99,C619623518,41845.0,0.0,C1095078056,265357.75,843485.74,0,0
208,PAYMENT,15451.45,C1203112317,403.0,0.0,M883750693,0.0,0.0,0,0
345,CASH_OUT,171651.39,C2084368840,15602.0,0.0,C1283271527,250941.53,422592.91,0,0
162,PAYMENT,1846.17,C1882230369,103821.0,101974.83,M1000741189,0.0,0.0,0,0
282,PAYMENT,4585.01,C671967334,41546.68,36961.67,M46659748,0.0,0.0,0,0
183,CASH_OUT,274077.06,C34399701,26573.14,0.0,C1925322228,5682655.77,5956732.83,0,0
307,CASH_OUT,202666.28,C520273663,64.0,0.0,C1521682254,80032.97,282699.25,0,0
355,CASH_OUT,66457.27,C360394643,13490.0,0.0,C179079286,30730.37,97187.64,0,0
326,PAYMENT,14502.11,C17181237,2131.0,0.0,M557308120,0.0,0.0,0,0
39,PAYMENT,1564.54,C1868774579,0.0,0.0,M1779297698,0.0,0.0,0,0
331,PAYMENT,2954.45,C866753826,0.0,0.0,M883921,0.0,0.0,0,0
352,PAYMENT,3644.36,C1394560829,0.0,0.0,M198809441,0.0,0.0,0,0
249,PAYMENT,8892.53,C955252030,0.0,0.0,M318165787,0.0,0.0,0,0
136,CASH_OUT,244822.41,C1675043330,31984.0,0.0,C1885306010,36896.16,281718.57,0,0
34,CASH_OUT,1911.29,C1541578015,0.0,0.0,C2071064264,88233.57,90144.86,0,0
38,CASH_OUT,176268.78,C1120555160,0.0,0.0,C1428666514,221241.63,397510.41,0,0
394,CASH_OUT,200273.53,C1760402645,0.0,0.0,C68579427,11987393.14,12187666.67,0,0
215,CASH_IN,26664.53,C448070188,1488191.43,1514855.96,C205300866,1335869.36,1309204.82,0,0
330,CASH_IN,106559.67,C558680842,8923726.17,9030285.84,C187550428,1124530.54,1017970.87,0,0
330,CASH_OUT,46695.04,C613304531,10496.0,0.0,C34331157,5320403.1,5367098.14,0,0
378,CASH_IN,135766.26,C1134897847,4385781.18,4521547.45,C1247754783,237026.37,101260.11,0,0
518,CASH_OUT,271661.73,C1332202064,30213.0,0.0,C1242661898,0.0,271661.73,0,0
186,PAYMENT,5861.13,C340154369,35697.0,29835.87,M1618370347,0.0,0.0,0,0
156,CASH_OUT,149214.5,C105159521,5142.0,0.0,C1421824309,0.0,149214.5,0,0
207,CASH_IN,77755.13,C133939825,31429.0,109184.13,C1484584103,250908.69,173153.56,0,0
180,TRANSFER,640520.93,C723239858,0.0,0.0,C863229368,751478.34,1440678.42,0,0
164,TRANSFER,824622.87,C1138470202,0.0,0.0,C1283819612,5918196.56,6742819.44,0,0
158,CASH_OUT,70571.8,C1039663351,0.0,0.0,C808155358,4698918.54,4769490.34,0,0
158,PAYMENT,8147.0,C473589805,0.0,0.0,M1633672255,0.0,0.0,0,0
39,PAYMENT,9828.7,C886696312,0.0,0.0,M1524347544,0.0,0.0,0,0
154,CASH_IN,318405.8,C170446771,225.0,318630.8,C1084991410,240406.82,0.0,0,0
258,CASH_IN,39719.28,C3330107,1640441.54,1680160.82,C1772624359,1060323.43,1020604.15,0,0
522,CASH_OUT,270337.03,C978230518,24912.0,0.0,C1769520797,346250.58,616587.61,0,0
26,CASH_IN,137455.94,C1646359125,7113974.02,7251429.97,C331541395,352084.41,214628.47,0,0
14,CASH_OUT,104212.69,C1615998667,14476.0,0.0,C128053256,1289538.16,1393750.85,0,0
263,TRANSFER,461357.54,C477178460,0.0,0.0,C313863095,4027115.66,4488473.2,0,0
252,CASH_OUT,18467.07,C360365540,0.0,0.0,C736441008,365405.14,383872.2,0,0
184,CASH_OUT,150745.91,C998514006,24306.0,0.0,C1026793854,0.0,247001.27,0,0
261,PAYMENT,4190.07,C1211815470,205124.0,200933.93,M172458919,0.0,0.0,0,0
191,CASH_OUT,404196.12,C978749266,14288.0,0.0,C1065725948,2386597.67,2790793.79,0,0
153,CASH_OUT,227563.55,C135878651,35460.0,0.0,C196906228,3187849.35,3415412.9,0,0
528,PAYMENT,6488.95,C178200827,0.0,0.0,M1661494901,0.0,0.0,0,0
211,CASH_OUT,35094.72,C1239478536,104024.67,68929.95,C1971115015,4617419.14,4652513.86,0,0
283,CASH_OUT,17042.33,C961408870,62120.97,45078.64,C845529469,327205.8,344248.13,0,0
19,CASH_IN,131960.76,C1923606817,2455232.98,2587193.75,C877696892,3285644.17,3192555.99,0,0
131,TRANSFER,202377.73,C1314747737,0.0,0.0,C1866519043,447296.84,386748.19,0,0
334,PAYMENT,8616.44,C235160718,0.0,0.0,M1092087327,0.0,0.0,0,0
230,PAYMENT,2685.47,C1803723032,10714.64,8029.17,M1464531195,0.0,0.0,0,0
21,TRANSFER,74984.32,C169149585,0.0,0.0,C1174769916,3235790.56,4668432.37,0,0
596,CASH_OUT,76447.92,C598437357,16878.0,0.0,C1708221071,10461.85,86909.77,0,0
186,CASH_IN,183938.23,C685273917,37063.0,221001.23,C1721065187,415805.76,231867.53,0,0
186,CASH_OUT,282137.55,C1820585755,0.0,0.0,C1003698599,314284.04,596421.59,0,0
190,PAYMENT,659.72,C1264390579,0.0,0.0,M486594419,0.0,0.0,0,0
15,CASH_OUT,123794.74,C1599336030,0.0,0.0,C96923625,639875.25,763669.99,0,0
34,CASH_IN,269298.18,C1969663408,10611.0,279909.18,C503457815,157045.22,0.0,0,0
141,PAYMENT,3691.57,C1445142009,4513.0,821.43,M1402085451,0.0,0.0,0,0
38,TRANSFER,84314.53,C1270200649,3376.12,0.0,C1034785539,604564.1,688878.63,0,0
321,CASH_IN,476239.65,C1384651427,1100908.94,1577148.59,C385850101,1436330.38,756218.97,0,0
237,CASH_IN,361535.81,C1585323972,21626684.18,21988219.99,C547781326,744244.5,382708.69,0,0
153,CASH_IN,153129.46,C1403110090,41082.0,194211.46,C469591174,310289.1,157159.65,0,0
255,PAYMENT,23647.4,C877842999,46774.0,23126.6,M1664151113,0.0,0.0,0,0
307,CASH_OUT,265529.28,C366518956,190952.0,0.0,C852860454,0.0,265529.28,0,0
40,CASH_OUT,102639.36,C1627853019,0.0,0.0,C1253415153,2614945.63,3205340.94,0,0
370,PAYMENT,33462.27,C456612719,29892.0,0.0,M1188964478,0.0,0.0,0,0
307,PAYMENT,7099.71,C1898057471,291824.49,284724.78,M2032879341,0.0,0.0,0,0
35,CASH_OUT,239630.17,C8529086,9966.0,0.0,C811423567,0.0,239630.17,0,0
40,PAYMENT,29948.57,C1979955583,50338.0,20389.43,M40738176,0.0,0.0,0,0
355,CASH_IN,88920.24,C1910887070,1093.0,90013.24,C1794908815,0.0,0.0,0,0
353,TRANSFER,55407.89,C93205556,149666.0,94258.11,C237089306,9866121.27,9921529.16,0,0
298,CASH_OUT,206754.12,C396098475,82758.0,0.0,C2112247732,20486.58,227240.7,0,0
160,CASH_OUT,7556.09,C1437935001,0.0,0.0,C1470280660,452408.07,459964.16,0,0
14,PAYMENT,19375.78,C1815711947,16336.0,0.0,M1191985256,0.0,0.0,0,0
684,TRANSFER,745468.36,C1954632015,0.0,0.0,C1027732200,2380134.24,3125602.6,0,0
157,CASH_OUT,516868.0,C901512738,257096.0,0.0,C876750285,284025.0,615577.17,0,0
18,PAYMENT,8695.88,C1841890924,544536.3,535840.42,M1163889517,0.0,0.0,0,0
406,PAYMENT,2876.1,C212862497,149493.84,146617.74,M979869743,0.0,0.0,0,0
369,TRANSFER,59047.93,C749994780,0.0,0.0,C1076674508,2496360.53,2555408.46,0,0
8,PAYMENT,1711.67,C508619084,21446.0,19734.33,M1493909133,0.0,0.0,0,0
686,CASH_OUT,173632.83,C120879419,20644.0,0.0,C852165752,224083.81,397716.64,0,0
155,CASH_IN,79972.65,C1300475568,24156046.55,24236019.2,C995043220,403640.0,640344.53,0,0
36,CASH_IN,62148.79,C180682983,335985.92,398134.71,C1229736475,200936.66,138787.88,0,0
225,CASH_OUT,10384.19,C1105714489,0.0,0.0,C670896411,1571739.94,1582124.13,0,0
397,CASH_OUT,22574.34,C955889484,0.0,0.0,C657233404,3434991.93,3457566.27,0,0
190,PAYMENT,15262.42,C784363073,0.0,0.0,M965277212,0.0,0.0,0,0
420,PAYMENT,38549.55,C171363790,0.0,0.0,M1690145013,0.0,0.0,0,0
306,CASH_OUT,279512.04,C226798926,31362.0,0.0,C1458182324,0.0,279512.04,0,0
160,CASH_OUT,102486.27,C1314169571,6157.0,0.0,C86834531,171568.85,274055.11,0,0
306,CASH_OUT,149188.52,C1425217337,0.0,0.0,C1901800934,373962.92,523151.45,0,0
359,CASH_IN,92111.47,C516913464,5740804.24,5832915.71,C1413269932,242605.62,150494.15,0,0
11,CASH_OUT,259789.64,C811491626,354655.26,94865.61,C1690141314,303807.59,249629.61,0,0
375,PAYMENT,8817.95,C1725830727,212424.62,203606.67,M311230713,0.0,0.0,0,0
379,TRANSFER,301855.47,C499880825,0.0,0.0,C1665979484,12558444.07,12860299.54,0,0
399,PAYMENT,6515.95,C1058585390,0.0,0.0,M1232434411,0.0,0.0,0,0
36,CASH_OUT,143267.8,C430694775,34035.0,0.0,C285414532,1554406.22,2257814.71,0,0
130,CASH_IN,37170.49,C989761941,4116726.88,4153897.37,C892355862,726180.97,689010.48,0,0
259,CASH_OUT,43892.77,C2045123453,30573.0,0.0,C357234416,736813.97,780706.74,0,0
233,CASH_OUT,56782.52,C667899468,22077.15,0.0,C1572455459,89056.36,145838.88,0,0
13,CASH_IN,366577.46,C177348413,10512032.32,10878609.79,C425987411,1629546.7,1262969.24,0,0
156,TRANSFER,303520.69,C1155567390,0.0,0.0,C2036393827,793178.85,1096699.54,0,0
41,PAYMENT,10832.36,C300471960,0.0,0.0,M1283689884,0.0,0.0,0,0
229,CASH_OUT,26489.92,C1431939898,0.0,0.0,C276114801,43774.23,70264.15,0,0
236,CASH_IN,275314.66,C432020066,5061538.53,5336853.18,C123664854,3443933.59,3168618.94,0,0
349,CASH_OUT,113260.19,C1246171838,0.0,0.0,C472825142,355116.58,468376.77,0,0
163,CASH_IN,129004.35,C439476612,4588880.57,4717884.92,C1250189787,1036866.05,907861.7,0,0
304,TRANSFER,10000000.0,C31396466,0.0,0.0,C1931758887,30716484.46,77736656.59,0,0
322,PAYMENT,18016.11,C19884250,8512.0,0.0,M529255200,0.0,0.0,0,0
378,CASH_OUT,159434.1,C1957791783,26718.0,0.0,C739574864,0.0,159434.1,0,0
323,CASH_OUT,22314.25,C2116091570,246.0,0.0,C1857484942,1426084.26,1448398.52,0,0
253,CASH_IN,21120.76,C74867242,11859.0,32979.76,C184684501,102327.58,81206.81,0,0
256,CASH_OUT,201755.77,C2056052225,36449.0,0.0,C391252795,0.0,201755.77,0,0
230,CASH_IN,74343.19,C106337739,3895209.23,3969552.42,C546920663,513180.27,438837.08,0,0
35,CASH_OUT,215036.14,C1564439251,0.0,0.0,C1227688628,5093529.89,5308566.03,0,0
36,PAYMENT,26236.5,C1805662125,367.96,0.0,M1689822316,0.0,0.0,0,0
16,CASH_IN,13284.48,C913357206,10765770.94,10779055.42,C744503031,688766.87,975727.26,0,0
259,CASH_OUT,71848.47,C119297504,0.0,0.0,C707890131,1598231.05,1670079.52,0,0
253,CASH_OUT,143218.91,C1519909564,74691.0,0.0,C618892725,2688360.04,2831578.95,0,0
181,PAYMENT,1144.88,C1126636138,2570.0,1425.12,M1337568624,0.0,0.0,0,0
354,CASH_OUT,15888.56,C1351762226,109699.0,93810.44,C1698519698,233293.44,249182.0,0,0
352,TRANSFER,3000952.0,C657617360,27468.76,0.0,C23776852,7894706.36,10895658.35,0,0
377,CASH_IN,186634.41,C784678807,50319.0,236953.41,C787687234,321949.53,135315.12,0,0
257,PAYMENT,8894.21,C1940126614,23623.0,14728.79,M1061712929,0.0,0.0,0,0
311,CASH_IN,59111.53,C1365536642,2578095.88,2637207.41,C826121553,164790.6,105679.07,0,0
547,CASH_OUT,206823.75,C2043427509,6007.0,0.0,C1205757330,0.0,206823.75,0,0
305,CASH_OUT,245606.23,C615421307,89276.2,0.0,C1753333831,1923662.23,2169268.46,0,0
167,PAYMENT,6446.85,C727878867,0.0,0.0,M1278290098,0.0,0.0,0,0
322,TRANSFER,3401588.17,C1059697989,62351.0,0.0,C1487190336,0.0,3401588.17,0,0
306,CASH_OUT,188581.49,C169531165,62.0,0.0,C385044497,0.0,188581.49,0,0
41,CASH_IN,171717.39,C194172531,0.0,171717.39,C1916171885,227856.79,56139.4,0,0
188,PAYMENT,6633.43,C1828533026,5065.0,0.0,M691800136,0.0,0.0,0,0
234,PAYMENT,5569.29,C401463217,0.0,0.0,M787444940,0.0,0.0,0,0
589,CASH_OUT,238174.61,C893289167,48120.0,0.0,C596168920,3696581.14,3934755.75,0,0
347,CASH_OUT,266150.12,C1237998788,0.0,0.0,C556116207,1591170.33,1857320.45,0,0
379,PAYMENT,45256.34,C415111151,0.0,0.0,M1554924470,0.0,0.0,0,0
396,CASH_OUT,48110.83,C23979685,0.0,0.0,C912444103,6184514.08,6232624.9,0,0
182,CASH_IN,294025.53,C1805029007,22396.0,316421.53,C2146463020,0.0,0.0,0,0
38,CASH_IN,251428.77,C1653107142,1699118.15,1950546.92,C876815692,884135.55,632706.77,0,0
209,CASH_IN,46803.35,C743421263,5486713.72,5533517.07,C1318956117,3399969.57,3353166.22,0,0
235,CASH_IN,40098.19,C582261424,34703.0,74801.19,C1913779114,0.0,0.0,0,0
42,PAYMENT,25949.1,C614328237,0.0,0.0,M1718952973,0.0,0.0,0,0
258,PAYMENT,81616.29,C1840994487,0.0,0.0,M1300102805,0.0,0.0,0,0
12,PAYMENT,8247.76,C1636359451,21150.0,12902.24,M1670271135,0.0,0.0,0,0
142,PAYMENT,3174.51,C44673792,9111.0,5936.49,M1617859895,0.0,0.0,0,0
18,PAYMENT,2113.84,C1338141304,45620.0,43506.16,M274956913,0.0,0.0,0,0
357,CASH_IN,338603.4,C400636621,3471627.51,3810230.92,C2071243505,494579.0,155975.59,0,0
281,CASH_OUT,172238.36,C1290269996,0.0,0.0,C1738311894,1755236.01,1927474.37,0,0
190,CASH_OUT,129014.65,C1933564700,0.0,0.0,C115797761,893458.74,1022473.38,0,0
253,CASH_OUT,201290.98,C1552859268,0.0,0.0,C1564124354,1296689.43,1497980.41,0,0
162,CASH_OUT,45747.76,C919341547,47717.0,1969.24,C649284962,0.0,45747.76,0,0
231,CASH_OUT,560403.42,C1884347298,2120.0,0.0,C236724403,134450.58,694854.0,0,0
165,CASH_IN,158009.62,C480564909,484.0,158493.62,C464540764,1110590.09,952580.47,0,0
137,CASH_OUT,24797.06,C856091596,21089.0,0.0,C1138014105,0.0,24797.06,0,0
355,PAYMENT,420.58,C610583681,6676.0,6255.42,M1230898373,0.0,0.0,0,0
19,PAYMENT,15836.61,C1920692615,565579.0,549742.39,M588747578,0.0,0.0,0,0
180,CASH_OUT,111113.46,C1219780008,228065.0,116951.54,C94538263,2293557.5,2404670.96,0,0
163,PAYMENT,11685.32,C35017703,1362394.42,1350709.11,M1970298840,0.0,0.0,0,0
228,PAYMENT,8666.53,C408730765,128119.93,119453.4,M782922343,0.0,0.0,0,0
155,CASH_IN,56824.01,C1044542494,14706547.76,14763371.77,C1298924387,100978.33,44154.32,0,0
154,CASH_IN,419909.64,C1928130834,105061.0,524970.64,C567858314,0.0,0.0,0,0
275,PAYMENT,1023.27,C1315918138,11152.0,10128.73,M1161573694,0.0,0.0,0,0
476,CASH_OUT,155090.71,C468477056,31300.0,0.0,C170602434,17904.54,172995.25,0,0
178,CASH_IN,378852.97,C1520844258,38330.0,417182.97,C201531302,71337.71,0.0,0,0
