step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
354,TRANSFER,283259.06,C1590705557,0,0,C947716623,294568.91,577827.97
236,CASH_OUT,164336.99,C698070458,0,0,C1540522223,474575.92,638912.91
401,PAYMENT,67315.18,C1471180025,31721,0,M135986109,0,0
33,PAYMENT,1390.71,C2004043471,60737,59346.29,M2080290010,0,0
12,CASH_OUT,32303.01,C916205299,44680.3,12377.29,C1111891376,550629,0
178,TRANSFER,690968.57,C703920908,233993,0,C231590369,901195.44,1592164.01
184,CASH_IN,538007.95,C572609439,49988,587995.95,C628180509,73206.36,0
42,PAYMENT,22145.03,C70531711,173420.38,151275.35,M984657573,0,0
184,CASH_OUT,18600.79,C570323227,54791,36190.21,C350489361,62172.19,80772.98
333,PAYMENT,17478.19,C58763267,27989,10510.81,M1145625817,0,0
212,CASH_IN,62994.34,C728233186,1657578.24,1720572.57,C341886032,251555.56,188561.23
33,TRANSFER,41454.87,C293323801,0,0,C1134075142,482128.15,523583.02
234,PAYMENT,21325.49,C728661345,0,0,M2059369210,0,0
137,CASH_IN,28864.07,C429588433,3803748.03,3832612.1,C1186535773,1664143.29,1635279.22
393,PAYMENT,8664.43,C1408070355,445795.96,437131.53,M1367114044,0,0
215,PAYMENT,4566.01,C388913407,0,0,M490989052,0,0
186,TRANSFER,118812.6,C1758898850,0,0,C1485646336,2652606.84,2771419.44
212,PAYMENT,6993.27,C262798662,10331.04,3337.77,M662935607,0,0
186,CASH_IN,312482.42,C1761712352,7919143.97,8231626.39,C1940683101,976636.14,664153.73
234,CASH_IN,139134.21,C1897536130,61315,200449.21,C751733806,2107345.74,1968211.53
210,CASH_OUT,109768.51,C525809209,12859.58,0,C1439225149,491540.51,601309.02
214,PAYMENT,12486.3,C38286454,592,0,M999787469,0,0
332,TRANSFER,151380.17,C1472361123,261239,109858.83,C561913330,23046.4,174426.57
298,PAYMENT,16445.76,C1109369997,0,0,M777711429,0,0
137,CASH_IN,124606.83,C2096659171,6718956.49,6843563.31,C1662761228,8534919.3,8410312.47
160,CASH_IN,213473.45,C1282343594,6470855.2,6684328.65,C155404263,709312.17,495838.72
130,PAYMENT,6249.36,C1427578344,111536.4,105287.04,M1558467910,0,0
304,CASH_IN,300290.31,C1015379412,155189.01,455479.32,C1017662921,321183.94,20893.64
16,CASH_IN,173987.23,C1843856598,6053,180040.23,C1418075261,11311,0
565,PAYMENT,9498.66,C588728090,0,0,M2038952590,0,0
402,TRANSFER,142710.04,C2012509673,0,0,C27090858,797875.69,940585.73
226,CASH_OUT,102861.88,C1614619997,11567,0,C855871108,1067370.12,1170231.99
596,PAYMENT,1307.3,C1111619603,160980.24,159672.94,M2071603739,0,0
370,PAYMENT,11769.91,C803639919,45921.03,34151.12,M1524573503,0,0
277,PAYMENT,2364.83,C382370612,0,0,M429075347,0,0
308,CASH_OUT,62302.97,C78527478,0,0,C218711872,327889.59,390192.56
274,CASH_OUT,126121.34,C1961267077,0,0,C518403048,321553,447674.34
492,PAYMENT,4241.28,C678079668,0,0,M1780348068,0,0
159,CASH_OUT,76258.78,C1436026842,0,0,C117417155,281248.77,357507.55
