step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
38,PAYMENT,29782.4,C2054996913,0.0,0.0,M765143777,0.0,0.0,0,0
164,PAYMENT,1815.23,C1469122736,0.0,0.0,M17344280,0.0,0.0,0,0
400,CASH_OUT,97033.6,C1864425868,0.0,0.0,C115484299,106518.63,203552.23,0,0
228,CASH_OUT,71241.29,C31737374,0.0,0.0,C2039073100,79400.0,23942.98,0,0
307,CASH_IN,340808.67,C56358879,2135.0,342943.67,C461808357,0.0,0.0,0,0
162,CASH_OUT,302507.72,C131372844,0.0,0.0,C748387589,552317.23,854824.94,0,0
301,CASH_OUT,422344.5,C522120144,10494.0,0.0,C1503735252,1346910.61,1769255.11,0,0
234,CASH_OUT,151942.86,C490835747,0.0,0.0,C2136010280,1063852.36,1215795.22,0,0
619,PAYMENT,3863.04,C671372322,22127.0,18263.96,M733979095,0.0,0.0,0,0
226,CASH_IN,176029.87,C275997133,118995.0,295024.87,C756400097,605454.18,429424.3,0,0
378,PAYMENT,11061.08,C632537387,0.0,0.0,M243387321,0.0,0.0,0,0
358,PAYMENT,20841.94,C1452166399,0.0,0.0,M1914174771,0.0,0.0,0,0
43,CASH_IN,14981.82,C170701668,198127.0,213108.82,C630082107,0.0,0.0,0,0
360,CASH_IN,209804.79,C1819028499,626136.5,835941.29,C57242452,2213338.19,2003533.39,0,0
306,TRANSFER,12702544.81,C1157071391,0.0,0.0,C632774668,42840980.47,55543525.29,0,0
229,CASH_OUT,337233.3,C95963060,0.0,0.0,C1556348773,669713.29,690171.03,0,0
207,CASH_OUT,48413.83,C395042148,31413.0,0.0,C1685624407,80163.47,128577.3,0,0
542,CASH_OUT,38068.2,C262764052,203785.0,165716.8,C694142416,385417.36,423485.56,0,0
18,CASH_OUT,32165.54,C1998509012,137610.0,105444.46,C670378168,321317.01,355332.17,0,0
500,CASH_OUT,81493.15,C721035330,193766.0,112272.85,C1498723328,0.0,81493.15,0,0
324,TRANSFER,313884.69,C1775878048,61748.0,0.0,C734144057,1615110.86,1928995.55,0,0
307,CASH_OUT,265529.28,C366518956,190952.0,0.0,C852860454,0.0,265529.28,0,0
355,CASH_OUT,261785.76,C1282911531,53.0,0.0,C882933705,2505718.38,2788520.76,0,0
158,CASH_IN,9747.68,C2106613655,201296.0,211043.68,C2020488612,0.0,0.0,0,0
183,CASH_OUT,126489.53,C1151925190,0.0,0.0,C1426317832,2694405.18,2820894.7,0,0
35,PAYMENT,18162.88,C727065854,12079.0,0.0,M895154845,0.0,0.0,0,0
610,CASH_IN,362274.64,C170409949,411996.27,774270.91,C137562171,1608564.75,1246290.11,0,0
356,PAYMENT,17085.2,C1885963154,30990.0,13904.8,M1480368936,0.0,0.0,0,0
161,CASH_OUT,288962.63,C1099073101,3.0,0.0,C1344239588,249528.7,538491.34,0,0
400,CASH_IN,359682.28,C2117547233,270897.0,630579.28,C1318462630,2132097.61,1772415.33,0,0
229,CASH_OUT,172854.52,C1470038776,297235.77,124381.25,C1011419007,490796.57,663651.09,0,0
380,CASH_OUT,51254.09,C660053043,39636.0,0.0,C1459368827,0.0,51254.09,0,0
44,CASH_OUT,196912.25,C202139568,20775.0,0.0,C165496209,290332.91,487245.16,0,0
379,CASH_IN,128021.16,C1311028025,9543.0,137564.16,C1771774811,0.0,0.0,0,0
372,CASH_OUT,317677.37,C1176926015,11610.0,0.0,C1648110756,158866.55,476543.91,0,0
157,PAYMENT,8715.19,C1985228935,0.0,0.0,M889143932,0.0,0.0,0,0
514,DEBIT,90.65,C1237960159,195611.38,195520.73,C967070206,405097.48,405188.14,0,0
40,PAYMENT,648.02,C493719989,250.0,0.0,M1017748920,0.0,0.0,0,0
34,CASH_OUT,329536.43,C412632279,0.0,0.0,C1252380651,804922.0,376418.18,0,0
301,PAYMENT,29371.84,C1303973862,843738.0,814366.16,M1131925752,0.0,0.0,0,0
34,PAYMENT,6217.35,C2008205280,0.0,0.0,M899130498,0.0,0.0,0,0
214,CASH_IN,166318.33,C1681739127,1159796.36,1326114.7,C1454991964,369563.41,203245.07,0,0
358,TRANSFER,132405.52,C453491555,0.0,0.0,C286831138,2074965.74,2207371.26,0,0
379,CASH_IN,28950.6,C1740168565,24212503.93,24241454.53,C1074469642,135983.37,107032.77,0,0
281,PAYMENT,486.74,C1012728446,21080.0,20593.26,M1376635971,0.0,0.0,0,0
260,CASH_OUT,130601.4,C1066006969,90538.0,0.0,C1401937818,0.0,130601.4,0,0
331,CASH_IN,74910.31,C909149669,55493.32,130403.63,C1027043112,10936762.3,10861851.99,0,0
227,CASH_IN,38116.21,C1686852833,148995.95,187112.16,C602549233,736816.16,698699.95,0,0
356,CASH_IN,59104.7,C1118426680,425414.52,484519.21,C1480771597,369427.71,310323.01,0,0
228,CASH_IN,43764.04,C2019515597,1032269.89,1076033.93,C1166285790,2047121.21,2003357.17,0,0
161,CASH_OUT,133126.6,C451275750,0.0,0.0,C1436219727,217264.1,350390.7,0,0
179,CASH_OUT,302985.19,C855569003,0.0,0.0,C2111247464,1369461.63,1672446.82,0,0
281,TRANSFER,185010.57,C784161448,0.0,0.0,C515662184,427493.6,612504.18,0,0
303,PAYMENT,7757.27,C1254369476,0.0,0.0,M686067644,0.0,0.0,0,0
186,CASH_OUT,157046.76,C433125023,0.0,0.0,C61591427,523725.51,680772.27,0,0
130,PAYMENT,7297.12,C371118373,0.0,0.0,M849267236,0.0,0.0,0,0
404,PAYMENT,36599.43,C15827838,0.0,0.0,M770295086,0.0,0.0,0,0
298,CASH_OUT,145959.97,C1377321810,99938.0,0.0,C693624948,0.0,145959.97,0,0
232,CASH_OUT,57646.94,C672935030,0.0,0.0,C2015833727,93623.21,151270.16,0,0
374,CASH_IN,104016.42,C561229666,22762.0,126778.42,C489090138,0.0,0.0,0,0
211,CASH_OUT,159092.01,C742181836,843.0,0.0,C1766730406,1992709.78,2151801.79,0,0
347,CASH_OUT,175013.63,C427526931,0.0,0.0,C1774657966,8524912.69,8699926.31,0,0
211,CASH_IN,74730.62,C2126153724,17215751.16,17290481.77,C628753551,2159813.84,2085083.23,0,0
18,CASH_IN,54904.62,C989944967,20161650.4,20216555.01,C1102113122,216735.14,161830.52,0,0
348,CASH_IN,184160.61,C963890388,116542.0,300702.61,C863081262,713742.75,529582.14,0,0
143,CASH_IN,58235.66,C37860354,22105285.67,22163521.33,C2117340559,2005607.79,1947372.13,0,0
231,CASH_OUT,315157.54,C472822098,0.0,0.0,C1418210741,1008931.49,1324089.03,0,0
161,CASH_IN,358829.06,C172541710,21350.0,380179.06,C1954812077,975299.68,616470.62,0,0
15,PAYMENT,3542.85,C53032900,690202.56,686659.71,M1673289715,0.0,0.0,0,0
324,CASH_OUT,353362.03,C1348983284,21886.0,0.0,C1434106381,876342.56,1229704.59,0,0
330,TRANSFER,131650.08,C1443408032,0.0,0.0,C1245134928,230908.01,362558.09,0,0
351,CASH_OUT,176618.17,C835480533,0.0,0.0,C1624280669,257060.47,433678.64,0,0
281,CASH_IN,10938.75,C352825836,26208818.47,26219757.22,C335618827,61100.65,50161.9,0,0
159,PAYMENT,13147.5,C16214403,11664.63,0.0,M1205420754,0.0,0.0,0,0
307,PAYMENT,15052.72,C243376454,332.0,0.0,M1703123200,0.0,0.0,0,0
234,CASH_IN,140168.69,C559981181,3228335.77,3368504.45,C641022384,464797.19,324628.5,0,0
307,CASH_OUT,128224.98,C985801000,10436.0,0.0,C189858515,1169678.48,1297903.46,0,0
205,CASH_OUT,6559.99,C1624118536,0.0,0.0,C1752418362,7756586.62,7763146.61,0,0
135,PAYMENT,3360.17,C1209450839,48997.0,45636.83,M1687465240,0.0,0.0,0,0
208,CASH_IN,82378.8,C1686880016,963625.0,1046003.8,C1581541110,375017.27,292638.48,0,0
281,CASH_IN,443248.21,C2081490519,143502.64,586750.85,C718556982,1619321.94,1176073.73,0,0
380,CASH_IN,63737.22,C640917329,21687801.62,21751538.83,C709840849,721246.17,657508.95,0,0
399,CASH_OUT,59434.66,C1044182485,0.0,0.0,C179083930,411216.06,470650.72,0,0
278,CASH_IN,170792.42,C1090183504,16089.0,186881.42,C1967348291,1657650.67,1486858.26,0,0
44,CASH_OUT,40523.17,C20551261,61935.0,21411.83,C1178139685,214170.33,254693.5,0,0
40,PAYMENT,5377.8,C967266408,0.0,0.0,M437580677,0.0,0.0,0,0
350,CASH_IN,165230.1,C43344390,2720845.5,2886075.61,C1452837666,224674.2,59444.09,0,0
155,CASH_OUT,222399.56,C625205958,30200.0,0.0,C457462854,467992.65,690392.21,0,0
372,CASH_IN,343788.92,C1929160758,237292.0,581080.92,C1784512462,0.0,0.0,0,0
131,CASH_OUT,45402.18,C1860973499,0.0,0.0,C683094326,165930.38,211332.56,0,0
130,CASH_IN,160017.22,C990960238,45291.0,205308.22,C942706476,4543018.99,4416862.82,0,0
185,PAYMENT,3186.58,C1330961124,0.0,0.0,M1786166303,0.0,0.0,0,0
379,PAYMENT,20831.87,C2059890443,28803.0,7971.13,M1689157210,0.0,0.0,0,0
153,CASH_OUT,324142.56,C1928230381,9295.0,0.0,C1017995382,114500.38,438642.94,0,0
170,CASH_IN,357475.41,C1267677026,3017255.3,3374730.71,C647012170,4465530.44,4108055.03,0,0
162,CASH_IN,6676.81,C378314930,11433.0,18109.81,C207468845,108486.21,101809.4,0,0
331,PAYMENT,23343.82,C1369303790,3544.0,0.0,M670939489,0.0,0.0,0,0
329,CASH_OUT,208885.82,C1774038595,0.0,0.0,C1174163763,2272879.6,2481765.42,0,0
206,CASH_OUT,120002.64,C530940148,0.0,0.0,C77815974,173346.22,478052.15,0,0
403,CASH_OUT,66442.98,C1568781979,42074.0,0.0,C440471068,607687.72,674130.7,0,0
329,TRANSFER,200029.0,C1272843698,0.0,0.0,C884141887,2880315.87,3080344.87,0,0
252,CASH_OUT,381740.22,C938977253,50193.0,0.0,C2089215074,100293.97,482034.19,0,0
469,PAYMENT,21711.67,C405501133,21316.0,0.0,M163082731,0.0,0.0,0,0
9,CASH_IN,77312.78,C859826814,7510733.39,7588046.17,C1225979740,154034.94,1650404.83,0,0
323,PAYMENT,32365.11,C671562516,566596.35,534231.23,M2027209362,0.0,0.0,0,0
13,TRANSFER,279390.4,C309037968,0.0,0.0,C1728766751,10692821.5,10972211.9,0,0
187,CASH_OUT,96124.55,C401077967,7756.0,0.0,C983076862,4039436.85,4135561.41,0,0
394,PAYMENT,18380.25,C709122003,39813.51,21433.26,M965719611,0.0,0.0,0,0
12,PAYMENT,29271.03,C1027795002,0.0,0.0,M1788698792,0.0,0.0,0,0
397,PAYMENT,8695.68,C938200876,0.0,0.0,M771281136,0.0,0.0,0,0
184,CASH_IN,171060.94,C364123191,1082323.86,1253384.81,C776714695,2830282.68,2659221.74,0,0
330,CASH_OUT,45571.79,C1421643466,100718.0,55146.21,C479897200,1811286.75,1856858.54,0,0
324,CASH_IN,300966.35,C1118543363,18114524.92,18415491.27,C61534781,317192.22,16225.86,0,0
133,CASH_OUT,199428.09,C1141741318,0.0,0.0,C2048956332,849010.33,1048438.42,0,0
180,CASH_OUT,159958.17,C1080902545,0.0,0.0,C1067824915,799419.22,959377.39,0,0
250,TRANSFER,2347531.37,C539561241,78569.0,0.0,C666315904,1440506.76,3571572.16,0,0
16,PAYMENT,17841.99,C1103712548,240668.75,222826.76,M731339496,0.0,0.0,0,0
12,PAYMENT,20501.95,C385868846,0.0,0.0,M1043871067,0.0,0.0,0,0
280,TRANSFER,209359.8,C905065001,84453.9,0.0,C206456350,5136831.51,5346191.31,0,0
187,PAYMENT,6019.97,C1233131896,309.0,0.0,M1204702796,0.0,0.0,0,0
44,PAYMENT,2785.67,C1867264155,0.0,0.0,M762232178,0.0,0.0,0,0
355,CASH_OUT,42811.98,C724828434,74654.3,31842.32,C1309313038,3089450.03,3132262.01,0,0
308,CASH_OUT,142221.28,C1733615571,0.0,0.0,C1751674118,147223.85,289445.13,0,0
162,PAYMENT,11446.69,C2095706489,0.0,0.0,M1158357900,0.0,0.0,0,0
589,CASH_IN,9361.87,C1773052298,31161.0,40522.87,C602643764,0.0,0.0,0,0
249,PAYMENT,10798.47,C1514158701,133665.48,122867.01,M1166314699,0.0,0.0,0,0
589,CASH_IN,344391.31,C1331206955,618390.42,962781.73,C844286980,1700703.18,1356311.87,0,0
664,PAYMENT,14960.54,C430038271,10593.0,0.0,M32784082,0.0,0.0,0,0
10,CASH_OUT,51121.97,C608378834,69668.46,18546.49,C1876351111,6123210.97,6174332.94,0,0
136,PAYMENT,4134.13,C802933989,20799.0,16664.87,M100305597,0.0,0.0,0,0
695,PAYMENT,11159.31,C1182884948,22164.0,11004.69,M1696437702,0.0,0.0,0,0
405,CASH_IN,243961.04,C862779247,203549.0,447510.04,C806628388,0.0,0.0,0,0
188,CASH_IN,310040.59,C561100395,8566118.95,8876159.55,C2056244803,673729.86,363689.26,0,0
211,CASH_OUT,21260.14,C1273581101,24996.0,3735.86,C741400962,0.0,21260.14,0,0
396,CASH_OUT,260492.7,C1026645180,21266.0,0.0,C16402505,0.0,260492.7,0,0
284,CASH_OUT,121734.57,C308628335,0.0,0.0,C531303445,7643007.34,7764741.91,0,0
253,PAYMENT,8911.67,C1679826198,6065.0,0.0,M858054917,0.0,0.0,0,0
135,CASH_OUT,272303.99,C73767289,0.0,0.0,C1755469409,658721.89,931025.89,0,0
353,CASH_OUT,15222.19,C1861823615,0.0,0.0,C596678653,117819.01,133041.2,0,0
305,CASH_IN,4374.34,C1520062696,899639.74,904014.09,C1040844380,8459753.88,8455379.54,0,0
299,CASH_OUT,157942.4,C343806228,31354.0,0.0,C1956760217,0.0,157942.4,0,0
252,PAYMENT,51928.36,C70239210,0.0,0.0,M1980900050,0.0,0.0,0,0
347,CASH_IN,190740.62,C462859478,1917057.18,2107797.81,C1126035174,10923037.7,10732297.07,0,0
141,CASH_IN,145545.51,C1571722886,39985.0,185530.51,C1352672498,355217.15,209671.64,0,0
283,CASH_IN,2178.86,C1048255475,19896.0,22074.86,C1937339131,10222.98,8044.12,0,0
40,CASH_OUT,17805.61,C1404715697,0.0,0.0,C1044724977,136038.82,153844.43,0,0
353,CASH_OUT,201014.61,C1810865874,10934.0,0.0,C1011250884,1110781.23,1311795.84,0,0
163,PAYMENT,5864.37,C979529527,21051.0,15186.63,M1907300289,0.0,0.0,0,0
204,PAYMENT,670.43,C125888599,0.0,0.0,M468920509,0.0,0.0,0,0
300,TRANSFER,4264583.28,C1820265202,0.0,0.0,C283971139,5575485.18,9840068.46,0,0
324,PAYMENT,57959.04,C360856655,105692.0,47732.96,M929531676,0.0,0.0,0,0
209,CASH_IN,199688.52,C1757135903,15867293.84,16066982.36,C1859019293,267526.03,67837.51,0,0
301,PAYMENT,32731.44,C1001123400,0.0,0.0,M874866883,0.0,0.0,0,0
186,CASH_OUT,264648.32,C1137902473,0.0,0.0,C343470199,701839.23,966487.55,0,0
402,CASH_IN,408690.35,C1609938491,258.0,408948.35,C69368795,152922.74,0.0,0,0
155,CASH_OUT,181601.71,C602812451,0.0,0.0,C1890117669,1100424.14,1282025.85,0,0
131,PAYMENT,9532.13,C1351865137,44364.87,34832.74,M249666654,0.0,0.0,0,0
306,CASH_IN,321412.23,C468869506,558544.78,879957.01,C1452730762,2315747.56,1994335.33,0,0
416,PAYMENT,4745.89,C862940106,0.0,0.0,M336433710,0.0,0.0,0,0
213,CASH_OUT,19953.5,C1617192841,173409.0,153455.5,C1699372506,0.0,19953.5,0,0
404,CASH_IN,120424.39,C1562843714,19952.0,140376.39,C1714609743,1453602.77,1333178.38,0,0
131,CASH_IN,21278.15,C814102564,1723668.5,1744946.65,C1201594710,784256.53,762978.38,0,0
546,TRANSFER,606691.58,C1647820910,0.0,0.0,C590280259,1494857.8,2101549.38,0,0
178,PAYMENT,7802.23,C493411341,239.0,0.0,M1983132990,0.0,0.0,0,0
252,CASH_IN,21170.96,C556234401,61241.0,82411.96,C132773505,0.0,0.0,0,0
585,TRANSFER,29008.58,C209834614,21101.0,0.0,C277464035,271648.84,300657.42,0,0
133,PAYMENT,29476.7,C1178360044,0.0,0.0,M1159804971,0.0,0.0,0,0
349,CASH_OUT,194968.07,C518107934,0.0,0.0,C224242445,2041839.8,2236807.87,0,0
40,CASH_OUT,291619.25,C663025962,0.0,0.0,C1306220187,357269.97,648889.22,0,0
188,CASH_IN,54597.4,C838142680,55902.0,110499.4,C1460517462,0.0,0.0,0,0
375,PAYMENT,18859.77,C1583615956,56025.0,37165.23,M2051828651,0.0,0.0,0,0
253,CASH_OUT,224886.01,C1361840175,0.0,0.0,C564455088,562901.36,787787.38,0,0
45,CASH_IN,480201.56,C1898956476,4237455.86,4717657.43,C1155838976,3933230.94,3453029.38,0,0
276,CASH_OUT,1939.3,C813354161,0.0,0.0,C1271479421,65025.71,66965.01,0,0
232,TRANSFER,29646.22,C154298894,0.0,0.0,C1581541110,591722.45,621368.67,0,0
262,CASH_OUT,32088.6,C1066822836,769.0,0.0,C235788451,125316.88,157405.48,0,0
304,TRANSFER,10000000.0,C181775953,0.0,0.0,C1308203588,20000000.0,37144549.11,0,0
15,PAYMENT,14631.06,C1049915987,0.0,0.0,M937106721,0.0,0.0,0,0
187,CASH_OUT,245203.56,C80140244,0.0,0.0,C1229203170,297198.16,542401.72,0,0
215,CASH_IN,26664.53,C448070188,1488191.43,1514855.96,C205300866,1335869.36,1309204.82,0,0
184,CASH_OUT,82482.11,C1734792476,491.0,0.0,C1594524438,1521507.03,1603989.14,0,0
251,CASH_IN,213807.21,C323793747,0.0,213807.21,C1898008517,740579.78,526772.57,0,0
134,CASH_OUT,110290.64,C2136040646,191209.0,80918.36,C2067343516,81172.37,191463.01,0,0
156,PAYMENT,1221.09,C2135959663,0.0,0.0,M1466618589,0.0,0.0,0,0
351,CASH_OUT,339489.08,C812872811,42936.0,0.0,C1920755579,167756.99,507246.07,0,0
11,CASH_IN,76864.5,C1524024339,5048.0,81912.5,C989236774,36391.0,488837.17,0,0
159,CASH_IN,330190.72,C778501517,7078040.58,7408231.29,C2138657648,4489648.92,4159458.2,0,0
212,TRANSFER,340384.39,C242200786,0.0,0.0,C300039797,10313345.06,10653729.44,0,0
210,CASH_IN,198574.52,C1541276974,4086599.14,4285173.66,C1898885237,816060.7,617486.18,0,0
253,PAYMENT,17068.72,C115384311,8500.0,0.0,M421516000,0.0,0.0,0,0
403,PAYMENT,14588.02,C1252521268,0.0,0.0,M297846788,0.0,0.0,0,0
231,CASH_IN,41213.23,C1160656158,5892407.63,5933620.85,C1263205828,44881.35,3668.12,0,0
94,CASH_IN,477001.97,C1560374453,4066563.14,4543565.12,C1548423127,13207825.39,12730823.42,0,0
359,CASH_OUT,114348.95,C1713123542,0.0,0.0,C1133477593,130664.99,245013.94,0,0
157,CASH_OUT,241099.82,C525500445,0.0,0.0,C2025585778,420082.73,661182.55,0,0
17,PAYMENT,6894.0,C928520219,0.0,0.0,M462036424,0.0,0.0,0,0
396,CASH_OUT,161560.06,C137469356,22079.0,0.0,C419300993,5792894.54,5954454.6,0,0
327,PAYMENT,19150.05,C699553425,20757.0,1606.95,M477208826,0.0,0.0,0,0
332,PAYMENT,6841.54,C1302464951,21339.0,14497.46,M993990853,0.0,0.0,0,0
181,PAYMENT,72891.57,C1795046225,112343.0,39451.43,M522685600,0.0,0.0,0,0
9,PAYMENT,16708.51,C1583730768,0.0,0.0,M1202814224,0.0,0.0,0,0
354,CASH_OUT,381688.64,C1992736040,31775.0,0.0,C1714249560,0.0,381688.64,0,0
157,CASH_OUT,72894.47,C1133607043,0.0,0.0,C29445281,787752.19,860646.66,0,0
18,PAYMENT,5053.41,C2012543412,52.0,0.0,M902889869,0.0,0.0,0,0
330,PAYMENT,30724.7,C1858698447,0.0,0.0,M1349654,0.0,0.0,0,0
311,TRANSFER,1677051.86,C2043069017,0.0,0.0,C1438780049,2007548.12,3684599.98,0,0
358,PAYMENT,6645.54,C105874942,13542.0,6896.46,M586394522,0.0,0.0,0,0
209,CASH_OUT,87166.29,C1830558010,60153.0,0.0,C1718589339,1514683.95,1601850.25,0,0
43,CASH_IN,245080.96,C610228997,9846743.37,10091824.32,C742410803,8467850.87,8222769.92,0,0
264,CASH_OUT,56759.1,C1791151466,0.0,0.0,C1577874038,110040.1,166799.2,0,0
159,TRANSFER,800444.88,C1056023874,22441.0,0.0,C734972893,327749.12,1128194.0,0,0
226,PAYMENT,12387.69,C276303055,0.0,0.0,M1372310442,0.0,0.0,0,0
282,CASH_OUT,41489.11,C389255001,18759.0,0.0,C1911904488,0.0,41489.11,0,0
43,PAYMENT,2362.96,C2078094126,0.0,0.0,M619039812,0.0,0.0,0,0
323,CASH_OUT,203742.71,C1667839937,15245.0,0.0,C5233887,30635.34,234378.05,0,0
183,CASH_IN,251752.3,C719495935,4086.0,255838.3,C2049934681,0.0,0.0,0,0
210,CASH_OUT,172342.54,C1831950126,69735.29,0.0,C513244736,279837.47,452180.01,0,0
401,CASH_IN,9153.08,C155953401,30952.0,40105.08,C1859585069,0.0,0.0,0,0
141,CASH_OUT,77922.92,C1737576491,29892.0,0.0,C1311709217,0.0,77922.92,0,0
226,CASH_OUT,33778.03,C130909737,0.0,0.0,C231215092,631671.4,665449.43,0,0
335,PAYMENT,6447.45,C1541452509,225213.0,218765.55,M1855937184,0.0,0.0,0,0
322,CASH_OUT,37403.89,C733486748,0.0,0.0,C1812434337,407420.72,444824.61,0,0
135,TRANSFER,3152495.6,C1677787703,0.0,0.0,C1685965918,3492799.42,6645295.01,0,0
348,PAYMENT,16697.7,C253037720,0.0,0.0,M2034776614,0.0,0.0,0,0
260,CASH_IN,108060.52,C22621529,99568.0,207628.52,C970805894,0.0,0.0,0,0
352,PAYMENT,20509.94,C1948453262,0.0,0.0,M1150927757,0.0,0.0,0,0
155,CASH_OUT,5273.49,C971682179,0.0,0.0,C1350828516,299161.42,304434.91,0,0
378,CASH_OUT,360881.75,C695320090,0.0,0.0,C1959711686,531433.05,892314.8,0,0
322,PAYMENT,20654.46,C450215739,0.0,0.0,M1604710325,0.0,0.0,0,0
133,CASH_OUT,106387.56,C783875700,0.0,0.0,C522369360,416497.53,522885.1,0,0
237,CASH_OUT,77672.01,C852764083,40314.18,0.0,C574677557,128349.06,206021.06,0,0
280,PAYMENT,3392.52,C857571361,229862.39,226469.87,M1218234237,0.0,0.0,0,0
164,CASH_OUT,116293.36,C402445075,0.0,0.0,C2039362232,1824402.77,1940696.12,0,0
321,CASH_OUT,117756.41,C193702292,0.0,0.0,C191924669,333228.38,450984.8,0,0
187,CASH_IN,31744.18,C467638987,5565787.89,5597532.08,C895025886,5376778.42,5345034.24,0,0
297,CASH_OUT,61140.22,C2010652521,0.0,0.0,C477206667,1929555.48,1990695.69,0,0
300,TRANSFER,1758503.83,C1136603359,0.0,0.0,C146131174,2911132.1,4669635.93,0,0
252,PAYMENT,3730.32,C117871006,0.0,0.0,M1707973888,0.0,0.0,0,0
399,CASH_OUT,193231.54,C1496404768,0.0,0.0,C789632643,516668.4,709899.94,0,0
694,PAYMENT,13580.29,C1064047815,0.0,0.0,M1560488505,0.0,0.0,0,0
11,PAYMENT,908.51,C593504681,287239.21,286330.7,M2127691328,0.0,0.0,0,0
403,TRANSFER,3125903.43,C1922206462,0.0,0.0,C824762540,17246949.56,20372852.99,0,0
394,PAYMENT,12725.84,C749768376,133742.81,121016.98,M1996765306,0.0,0.0,0,0
277,PAYMENT,6971.84,C1131141952,0.0,0.0,M1854424545,0.0,0.0,0,0
204,CASH_OUT,189633.33,C358000722,52823.0,0.0,C860317083,0.0,189633.33,0,0
157,CASH_OUT,182619.16,C152966312,0.0,0.0,C382347341,223740.97,406360.14,0,0
179,CASH_OUT,104043.67,C148655320,0.0,0.0,C2072954355,278754.86,382798.54,0,0
201,PAYMENT,7057.29,C585990113,44656.19,37598.9,M381813607,0.0,0.0,0,0
185,CASH_IN,214954.08,C1710948330,15029660.25,15244614.33,C1645534747,775121.76,560167.68,0,0
